Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,HomeStreak,Orig. Scheduled,HomeGame,Index,year
13,202304130,boxscore,TBR,BOS,W,9,3,,13-0,1,up 5.0,Kelly,Kluber,Bristo,2:38,D,"21,175",1.22,+++++++++++++,,True,185,2023
14,202304130,boxscore,SDP,MIL,L,3,4,10,7-7,3, 1.5,Williams,García,Payamps,2:51,N,"43,296",1.02,--,,True,186,2023
12,202304130,boxscore,CIN,PHI,W,6,2,,5-7,4, 3.5,Lodolo,Falter,Díaz,2:34,N,"12,170",.81,+,,True,187,2023
13,202304130,boxscore,STL,PIT,L,0,5,,5-8,5, 4.0,Velasquez,Montgomery,,2:41,N,"37,805",.91,-,,True,188,2023
13,202304130,boxscore,BAL,OAK,W-wo,8,7,,7-6,4, 6.0,Bautista,May,,2:58,D,"11,665",.87,+,,True,189,2023
13,202304130,boxscore,NYY,MIN,L,2,11,,8-5,2, 5.0,Ryan,Brito,,2:20,N,"39,024",1.06,-,,True,190,2023
13,202304130,boxscore,TOR,DET,L,1,3,,8-5,2, 5.0,Turnbull,Bassitt,Lange,2:53,N,"26,192",1.03,-,,True,191,2023
13,202304140,boxscore,CIN,PHI,L,3,8,,5-8,5, 4.5,Walker,Overton,,2:42,N,"17,610",.85,-,,True,192,2023
14,202304140,boxscore,TOR,TBR,W,6,3,,9-5,2, 4.0,Berríos,Rasmussen,Romano,2:37,N,"34,822",1.10,+,,True,193,2023
15,202304140,boxscore,SDP,MIL,L,2,11,,7-8,3, 1.5,Lauer,Wacha,Wilson,2:42,N,"43,822",.97,---,,True,194,2023
14,202304140,boxscore,OAK,NYM,L,6,17,,3-11,5, 5.5,Santana,Kaprielian,,3:29,N,"11,102",.58,--,,True,195,2023
14,202304140,boxscore,HOU,TEX,L,2,6,,6-8,3, 2.5,Pérez,Garcia,,2:46,N,"39,343",.98,-,,True,196,2023
14,202304140,boxscore,LAD,CHC,L,2,8,,7-7,2, 1.0,Steele,Syndergaard,,2:20,N,"52,298",1.03,-,,True,197,2023
13,202304140,boxscore,DET,SFG,W-wo,7,5,11,4-9,4, 5.5,Cisnero,Doval,,3:50,N,"15,289",.62,++,,True,198,2023
14,202304140,boxscore,NYY,MIN,L,3,4,,8-6,3, 5.0,Pagán,Holmes,Duran,2:11,N,"41,039",1.03,--,,True,199,2023
14,202304140,boxscore,CHW,BAL,L,3,6,,5-9,3, 5.0,Baumann,López,Bautista,2:58,N,"18,941",.82,---,,True,200,2023
14,202304140,boxscore,SEA,COL,W,5,3,,6-8,3, 2.5,Brash,Gomber,Sewald,2:34,N,"32,698",.77,++,,True,201,2023
14,202304140,boxscore,BOS,LAA,W,5,3,,6-8,5, 7.0,Winckowski,Herget,Jansen,2:57,N,"36,680",.72,+,,True,202,2023
14,202304140,boxscore,KCR,ATL,L,3,10,,4-10,5, 6.0,Morton,Singer,,2:22,N,"20,186",.66,-,,True,203,2023
14,202304140,boxscore,MIA,ARI,W,5,1,,7-7,3, 3.0,Rogers,Bumgarner,,2:11,N,"10,961",.93,+++,,True,204,2023
14,202304140,boxscore,STL,PIT,W,3,0,,6-8,4, 4.0,Thompson,Oviedo,Gallegos,2:17,N,"40,637",.85,+,,True,205,2023
14,202304140,boxscore,WSN,CLE,L,3,4,,4-10,5, 6.0,Stephan,Edwards,Clase,2:41,N,"21,367",.69,---,,True,206,2023
15,202304150,boxscore,WSN,CLE,L,4,6,,4-11,5, 7.0,Plesac,Kuhl,Clase,2:55,D,"24,909",.62,----,,True,207,2023
15,202304150,boxscore,STL,PIT,L,3,6,10,6-9,5, 4.0,Bednar,Hicks,Moreta,2:54,D,"40,042",.89,-,,True,208,2023
15,202304150,boxscore,OAK,NYM,L,2,3,,3-12,5, 5.5,Smith,Fujinami,Robertson,2:46,D,"12,967",.52,---,,True,209,2023
15,202304150,boxscore,BOS,LAA,W,9,7,,7-8,5, 6.0,Brasier,Tepera,Jansen,2:59,D,"36,594",.78,++,,True,210,2023
14,202304150,boxscore,CIN,PHI,W,13,0,,6-8,4, 3.5,Ashcraft,Strahm,,2:39,D,"25,860",.80,+,,True,211,2023
15,202304150,boxscore,CHW,BAL,W-wo,7,6,10,6-9,3, 4.0,Lambert,Gillaspie,,3:21,D,"32,091",.76,+,,True,212,2023
15,202304150,boxscore,NYY,MIN,W,6,1,,9-6,3, 4.0,Germán,Mahle,,2:27,D,"38,363",1.00,+,,True,213,2023
15,202304150,boxscore,TOR,TBR,W,5,2,,10-5,2, 3.0,Kikuchi,Kelley,Romano,2:34,D,"41,679",1.18,++,,True,214,2023
15,202304150,boxscore,MIA,ARI,W,3,2,,8-7,3, 3.0,Nardi,McGough,Scott,2:33,D,"11,038",.98,++++,,True,215,2023
15,202304150,boxscore,LAD,CHC,W-wo,2,1,,8-7,1, Tied,Miller,Fulmer,,2:45,N,"52,375",1.01,+,,True,216,2023
15,202304150,boxscore,HOU,TEX,W,8,2,,7-8,3, 1.5,Brown,Ragans,,2:35,N,"39,257",.96,+,,True,217,2023
15,202304150,boxscore,KCR,ATL,L,3,9,,4-11,5, 6.0,Elder,Bubic,,2:48,D,"17,644",.56,--,,True,218,2023
16,202304150,boxscore,SDP,MIL,W,10,3,,8-8,3, 0.5,Wilson,Peralta,,3:12,D,"42,284",.93,+,,True,219,2023
14,202304150,boxscore,DET,SFG,W-wo,7,6,11,5-9,4, 4.5,Shreve,Rogers,,3:05,D,"18,344",.69,+++,,True,220,2023
15,202304150,boxscore,SEA,COL,W,9,2,,7-8,3, 1.5,Kirby,Feltner,,2:49,N,"27,549",.83,+++,,True,221,2023
16,202304160,boxscore,CHW,BAL,L,4,8,,6-10,3, 4.0,Baumann,Bummer,,2:46,D,"13,794",.81,-,,True,222,2023
16,202304160,boxscore,MIA,ARI,L,0,5,,8-8,3, 4.0,Gallen,Alcantara,,2:11,D,"15,314",1.02,-,,True,223,2023
16,202304160,boxscore,KCR,ATL,L,4,5,,4-12,5, 6.0,Anderson,Barlow,Minter,2:21,D,"22,040",.59,---,,True,224,2023
16,202304160,boxscore,SEA,COL,W,1,0,,8-8,2, 1.5,Castillo,Lamet,Sewald,2:19,D,"23,585",.86,++++,,True,225,2023
16,202304160,boxscore,LAD,CHC,L,2,3,,8-8,2, 1.0,Smyly,Urías,Boxberger,2:46,D,"52,180",1.07,-,,True,226,2023
17,202304160,boxscore,SDP,MIL,L,0,1,,8-9,3, 1.5,Miley,Darvish,Williams,2:22,D,"43,875",.97,-,,True,227,2023
16,202304160,boxscore,NYY,MIN,W,2,0,,10-6,2, 4.0,Cole,López,,2:07,D,"39,342",1.01,++,,True,228,2023
16,202304160,boxscore,HOU,TEX,L,1,9,,7-9,4, 2.5,Burke,Valdez,,2:59,N,"39,122",.98,-,,True,229,2023
16,202304160,boxscore,OAK,NYM,L,3,4,10,3-13,5, 6.5,Yacabonis,Moll,Robertson,3:03,D,"17,645",.46,----,,True,230,2023
16,202304160,boxscore,STL,PIT,W-wo,5,4,10,7-9,4, 4.0,VerHagen,Crowe,,2:45,D,"40,346",.83,+,,True,231,2023
16,202304160,boxscore,WSN,CLE,W,7,6,,5-11,5, 7.0,Thompson,Sandlin,Finnegan,2:32,D,"21,929",.55,+,,True,232,2023
16,202304160,boxscore,BOS,LAA,W,2,1,,8-8,5, 6.0,Whitlock,Detmers,Brasier,1:57,D,"34,790",.84,+++,,True,233,2023
15,202304160,boxscore,CIN,PHI,L,3,14,,6-9,5, 4.5,Nola,Cessa,,3:02,D,"13,115",.86,-,,True,234,2023
16,202304160,boxscore,TOR,TBR,L,1,8,,10-6,2, 4.0,McClanahan,Manoah,,2:40,D,"39,179",1.21,-,,True,235,2023
17,202304170,boxscore,MIA,SFG,W,4,3,,9-8,3, 4.0,Barnes,Webb,Puk,2:19,N,"8,744",.94,+,,True,236,2023
17,202304170,boxscore,HOU,TOR,W,9,2,,8-9,3, 2.5,Javier,Gausman,,2:45,N,"30,873",.85,+,,True,237,2023
17,202304170,boxscore,BOS,LAA,L,4,5,,8-9,5, 6.0,Davidson,Bello,Estévez,3:03,D,"34,942",.86,-,,True,238,2023
17,202304170,boxscore,SEA,MIL,L,3,7,,8-9,3, 2.5,Burnes,Flexen,,2:43,N,"14,276",.90,-,,True,239,2023
17,202304170,boxscore,OAK,CHC,L,1,10,,3-14,5, 7.5,Wesneski,Muller,,2:47,N,"4,714",.44,-----,,True,240,2023
17,202304170,boxscore,KCR,TEX,L,0,4,,4-13,5, 6.5,Dunning,Lyles,,2:02,N,"11,068",.54,----,,True,241,2023
18,202304170,boxscore,SDP,ATL,L,0,2,,8-10,3, 2.5,Fried,Weathers,Minter,2:22,N,"31,846",.93,--,,True,242,2023
16,202304170,boxscore,CIN,TBR,W,8,1,,7-9,4, 4.5,Gibaut,Beeks,,2:28,N,"7,375",.74,+,,True,243,2023
17,202304170,boxscore,LAD,NYM,L,6,8,,8-9,2, 2.0,Peterson,Vesia,Ottavino,2:50,N,"50,313",1.00,--,,True,244,2023
17,202304170,boxscore,COL,PIT,L,3,14,,5-12,5, 5.0,Hill,Freeland,,2:52,N,"20,322",.69,------,,True,245,2023
17,202304170,boxscore,STL,ARI,L,3,6,,7-10,5, 5.0,Kelly,Flaherty,Chafin,2:24,N,"36,405",.85,-,,True,246,2023
18,202304180,boxscore,COL,PIT,L,3,5,,5-13,5, 6.0,Velasquez,Ureña,Bednar,2:39,N,"19,495",.62,-------,,True,247,2023
17,202304180,boxscore,NYY,LAA,L,2,5,,10-7,3, 4.5,Wantz,Schmidt,Quijada,2:45,N,"37,883",1.10,-,,True,248,2023
18,202304180,boxscore,HOU,TOR,L,2,4,,8-10,3, 3.5,Bassitt,Urquidy,Romano,2:47,N,"32,602",.92,-,,True,249,2023
18,202304180,boxscore,OAK,CHC,L,0,4,,3-15,5, 8.5,Leiter,May,,2:54,N,"5,196",.38,------,,True,250,2023
18,202304180,boxscore,STL,ARI,L,7,8,,7-11,5, 6.0,Nelson,Montgomery,Castro,3:06,N,"36,028",.78,--,,True,251,2023
19,202304180,boxscore,SDP,ATL,L,1,8,,8-11,3, 3.5,Strider,Snell,,2:32,N,"42,693",.88,---,,True,252,2023
17,202304180,boxscore,CIN,TBR,L,0,10,,7-10,4, 5.5,Bradley,Lodolo,,2:25,N,"11,304",.77,-,,True,253,2023
18,202304180,boxscore,KCR,TEX,L,2,12,,4-14,5, 6.5,Eovaldi,Keller,,2:40,N,"12,118",.51,-----,,True,254,2023
18,202304180,boxscore,MIA,SFG,W,4,2,,10-8,3, 4.0,Cabrera,Junis,Puk,2:27,N,"8,783",.92,++,,True,255,2023
18,202304180,boxscore,SEA,MIL,L,5,6,11,8-10,3, 3.5,Wilson,Topa,,3:07,N,"18,206",.86,--,,True,256,2023
17,202304180,boxscore,WSN,BAL,L,0,1,,5-12,5, 8.5,Kremer,Gray,Bautista,2:34,N,"18,747",.58,-,,True,257,2023
18,202304180,boxscore,BOS,MIN,W-wo,5,4,10,9-9,5, 6.0,Schreiber,Moran,,3:07,N,"28,132",.85,+,,True,258,2023
18,202304180,boxscore,LAD,NYM,W,5,0,,9-9,2, 2.0,Kershaw,Megill,,2:33,N,"46,884",.98,+,,True,259,2023
15,202304181,boxscore,DET,CLE,W-wo,4,3,,6-9,3, 2.5,Lange,Karinchak,,2:23,D,,.81,++++,,True,260,2023
17,202304181,boxscore,CHW,PHI,L,4,7,,6-11,4, 3.5,Wheeler,Lynn,Alvarado,2:43,D,,.75,--,,True,261,2023
18,202304182,boxscore,CHW,PHI,W,3,0,,7-11,4, 3.5,Giolito,Falter,López,2:09,D,"12,542",.70,+,,True,262,2023
16,202304182,boxscore,DET,CLE,W,1,0,,7-9,3, 2.5,Rodriguez,Battenfield,Foley,1:50,D,"10,099",.90,+++++,,True,263,2023
19,202304190,boxscore,CHW,PHI,L,2,5,,7-12,4, 4.5,Walker,Clevinger,Alvarado,2:23,D,"10,149",.76,-,,True,264,2023
19,202304190,boxscore,STL,ARI,W,14,5,,8-11,4, 6.0,Woodford,Bumgarner,,2:59,D,"39,068",.68,+,,True,265,2023
18,202304190,boxscore,CIN,TBR,L,0,8,,7-11,5, 6.5,Rasmussen,Stoudt,,2:25,D,"10,205",.72,--,,True,266,2023
17,202304190,boxscore,DET,CLE,L,2,3,,7-10,3, 3.5,Quantrill,Turnbull,Clase,2:23,D,"11,230",.94,-,,True,267,2023
19,202304190,boxscore,LAD,NYM,L,3,5,,9-10,2, 2.0,Yacabonis,Syndergaard,Ottavino,2:51,D,"43,990",.98,-,,True,268,2023
19,202304190,boxscore,SEA,MIL,L,3,5,,8-11,4, 4.5,Lauer,Brash,Bush,2:20,D,"17,461",.76,---,,True,269,2023
19,202304190,boxscore,COL,PIT,L,3,14,,5-14,5, 6.0,Oviedo,Gomber,,2:32,D,"18,511",.56,--------,,True,270,2023
19,202304190,boxscore,MIA,SFG,L,2,5,11,10-9,3, 4.0,Doval,Smeltzer,Rogers,3:37,D,"8,272",.98,-,,True,271,2023
20,202304190,boxscore,SDP,ATL,W,1,0,,9-11,3, 2.5,Martinez,Morton,Hader,2:13,D,"29,581",.81,+,,True,272,2023
19,202304190,boxscore,OAK,CHC,L,2,12,,3-16,5, 9.5,Steele,Smith,,2:53,D,"12,112",.34,-------,,True,273,2023
19,202304190,boxscore,HOU,TOR,W,8,1,,9-10,3, 3.5,Garcia,Berríos,,2:24,N,"40,545",.86,+,,True,274,2023
19,202304190,boxscore,KCR,TEX,L,3,12,,4-15,5, 7.5,Pérez,Singer,,2:40,D,"10,388",.44,------,,True,275,2023
18,202304190,boxscore,NYY,LAA,W-wo,3,2,10,11-7,2, 4.5,Hamilton,Moore,,3:20,N,"38,131",.95,+,,True,276,2023
18,202304190,boxscore,WSN,BAL,L,0,4,,5-13,5, 8.5,Bradish,Gore,,2:26,N,"22,598",.55,--,,True,277,2023
19,202304190,boxscore,BOS,MIN,L,4,10,,9-10,5, 7.0,Ryan,Kluber,Headrick,2:37,N,"30,027",.85,-,,True,278,2023
18,202304200,boxscore,CHC,LAD,L,2,6,,11-7,3, 2.5,Ferguson,Fulmer,,2:53,N,"32,817",1.10,-,,True,279,2023
20,202304200,boxscore,BOS,MIN,W,11,5,,10-10,5, 6.5,Houck,Maeda,,2:40,D,"34,427",.79,+,,True,280,2023
18,202304200,boxscore,SFG,NYM,L,4,9,,6-12,4, 4.0,Senga,Manaea,,2:34,N,"24,452",.77,-,,True,281,2023
20,202304200,boxscore,ARI,SDP,L,5,7,,11-9,1,up 1.0,Honeywell,Nelson,Hader,2:58,N,"16,734",1.21,--,,True,282,2023
19,202304200,boxscore,NYY,LAA,W,9,3,,12-7,2, 4.0,Cortes,Sandoval,,2:49,D,"39,315",1.01,++,,True,283,2023
20,202304200,boxscore,PIT,CIN,W,4,3,,13-7,2, 1.5,Contreras,Weaver,Bednar,2:09,N,"14,051",1.10,++++,,True,284,2023
20,202304200,boxscore,PHI,COL,L,0,5,,8-12,4, 6.5,Feltner,Strahm,,2:40,N,"35,062",.80,-,,True,285,2023
21,202304210,boxscore,PIT,CIN,W,4,2,,14-7,2, 0.5,Keller,Law,Bednar,2:21,N,"17,276",1.18,+++++,,True,286,2023
21,202304210,boxscore,PHI,COL,W,4,3,,9-12,4, 5.5,Domínguez,Hand,Alvarado,2:35,N,"43,261",.71,+,,True,287,2023
19,202304210,boxscore,BAL,DET,W-wo,2,1,,12-7,2, 4.5,Bautista,Foley,,2:25,N,"18,772",1.03,++++,,True,288,2023
19,202304210,boxscore,TEX,OAK,L,4,5,,12-7,1,up 2.5,Jackson,Smith,Familia,2:56,N,"28,775",1.17,-,,True,289,2023
19,202304210,boxscore,CHC,LAD,W,13,0,,12-7,3, 1.5,Smyly,Urías,,2:39,D,"30,381",1.07,+,,True,290,2023
20,202304210,boxscore,MIL,BOS,L,3,5,,14-6,1,up 0.5,Pivetta,Peralta,Jansen,2:38,N,"24,976",1.13,-,,True,291,2023
20,202304210,boxscore,SEA,STL,W,5,2,,9-11,4, 3.5,Kirby,Matz,Sewald,2:13,N,"29,633",.78,+,,True,292,2023
20,202304210,boxscore,NYY,TOR,L,1,6,,12-8,3, 5.0,Kikuchi,Germán,,2:30,N,"39,025",1.14,-,,True,293,2023
20,202304210,boxscore,MIN,WSN,L,2,3,,11-9,1,up 0.5,Ramírez,Jax,Finnegan,2:33,N,"12,469",1.11,--,,True,294,2023
20,202304210,boxscore,TBR,CHW,W-wo,8,7,,17-3,1,up 4.5,Kelly,López,,2:51,N,"17,973",1.14,+++,,True,295,2023
20,202304210,boxscore,LAA,KCR,W,2,0,,10-10,2, 2.5,Ohtani,Yarbrough,Quijada,2:03,N,"44,741",.96,+,,True,296,2023
21,202304210,boxscore,ARI,SDP,W,9,0,,12-9,1,up 2.0,Gallen,Lugo,,2:32,N,"21,308",1.17,+,,True,297,2023
19,202304210,boxscore,SFG,NYM,L,0,7,,6-13,4, 5.0,Lucchesi,DeSclafani,,2:15,N,"27,551",.68,--,,True,298,2023
20,202304210,boxscore,ATL,HOU,L,4,6,,14-6,1,up 0.5,Neris,Minter,Pressly,2:50,N,"41,397",1.15,--,,True,299,2023
21,202304220,boxscore,LAA,KCR,L,8,11,,10-11,3, 3.5,Cuas,Quijada,Barlow,2:40,N,"44,148",.96,-,,True,300,2023
20,202304220,boxscore,BAL,DET,W,5,1,,13-7,2, 4.5,Gibson,Wentz,,2:15,N,"12,194",1.03,+++++,,True,301,2023
22,202304220,boxscore,PIT,CIN,W,2,1,,15-7,2, 0.5,Hill,Cessa,Underwood,2:20,N,"12,575",1.17,++++++,,True,302,2023
20,202304220,boxscore,TEX,OAK,W,18,3,,13-7,1,up 2.5,Heaney,Fujinami,,2:45,N,"32,388",1.11,+,,True,303,2023
21,202304220,boxscore,NYY,TOR,W-wo,3,2,,13-8,3, 5.0,Cordero,Romano,,2:35,D,"43,223",1.07,+,,True,304,2023
20,202304220,boxscore,SFG,NYM,W,7,4,,7-13,4, 4.0,Webb,Peterson,,2:35,D,"29,912",.62,+,,True,305,2023
22,202304220,boxscore,ARI,SDP,L,3,5,,12-10,1,up 1.0,Musgrove,Kelly,Hader,2:48,N,"28,419",1.17,-,,True,306,2023
20,202304220,boxscore,CHC,LAD,L,4,9,,12-8,3, 2.5,May,Wesneski,,2:55,D,"35,076",1.09,-,,True,307,2023
21,202304220,boxscore,ATL,HOU,L,3,6,,14-7,1,up 0.5,Valdez,Wright,Abreu,2:22,N,"42,399",1.16,---,,True,308,2023
21,202304220,boxscore,TBR,CHW,W-wo,4,3,10,18-3,1,up 4.5,Cleavinger,Lambert,,2:53,D,"22,333",1.14,++++,,True,309,2023
21,202304220,boxscore,MIN,WSN,L,4,10,,11-10,1,up 1.0,Thompson,López,,3:09,D,"23,045",1.07,---,,True,310,2023
21,202304220,boxscore,SEA,STL,W,5,4,,10-11,3, 3.5,Brash,Thompson,Sewald,2:29,N,"38,732",.79,++,,True,311,2023
21,202304220,boxscore,MIL,BOS,W,5,4,,15-6,1,up 0.5,Miley,Whitlock,Williams,2:23,N,"31,965",1.06,+,,True,312,2023
22,202304220,boxscore,PHI,COL,W,4,3,,10-12,4, 4.5,Brogdon,Freeland,Kimbrel,2:26,D,"41,939",.73,++,,True,313,2023
20,202304221,boxscore,CLE,MIA,L,1,6,,10-10,2, 1.0,Nardi,Bieber,,2:28,D,,1.00,-,,True,314,2023
21,202304222,boxscore,CLE,MIA,L,2,3,,10-11,2, 1.0,Garrett,Plesac,Puk,2:36,D,"14,478",.96,--,,True,315,2023
22,202304230,boxscore,MIL,BOS,L,5,12,,15-7,2, 0.5,Ort,Bush,,3:02,D,"26,939",1.15,-,,True,316,2023
21,202304230,boxscore,CHC,LAD,L,3,7,,12-9,3, 3.0,Kershaw,Stroman,Graterol,2:22,D,"33,494",1.10,--,,True,317,2023
22,202304230,boxscore,CLE,MIA,W,7,4,,11-11,2, 1.0,Allen,Luzardo,Clase,2:27,D,"12,664",.92,+,,True,318,2023
22,202304230,boxscore,ATL,HOU,L,2,5,,14-8,1,up 0.5,Neris,Minter,Abreu,2:52,D,"41,530",1.11,----,,True,319,2023
22,202304230,boxscore,SEA,STL,L,3,7,,10-12,4, 4.5,Flaherty,Flexen,,2:47,D,"36,249",.83,-,,True,320,2023
21,202304230,boxscore,SFG,NYM,W,5,4,,8-13,4, 3.0,Alexander,Smith,Doval,2:37,D,"27,721",.70,++,,True,321,2023
22,202304230,boxscore,TBR,CHW,W,4,1,,19-3,1,up 4.5,Eflin,Giolito,Fairbanks,2:02,D,"22,702",1.10,+++++,,True,322,2023
22,202304230,boxscore,MIN,WSN,W,3,1,,12-10,1,up 1.0,Ober,Corbin,Duran,2:13,D,"14,763",1.02,+,,True,323,2023
23,202304230,boxscore,PHI,COL,W,9,3,,11-12,4, 3.5,Wheeler,Ureña,,2:43,D,"44,618",.79,+++,,True,324,2023
21,202304230,boxscore,TEX,OAK,W,5,2,,14-7,1,up 2.5,deGrom,Muller,Smith,2:31,D,"34,916",1.17,++,,True,325,2023
23,202304230,boxscore,ARI,SDP,L,5,7,,12-11,1, Tied,Darvish,Jameson,Hader,3:01,D,"23,655",1.16,--,,True,326,2023
22,202304230,boxscore,NYY,TOR,L,1,5,,13-9,3, 6.0,Gausman,Schmidt,,2:23,D,"39,293",1.07,-,,True,327,2023
22,202304230,boxscore,LAA,KCR,W,4,3,,11-11,3, 3.5,Warren,Lyles,Estévez,2:11,D,"36,016",.92,+,,True,328,2023
21,202304230,boxscore,BAL,DET,W-wo,2,1,10,14-7,2, 4.5,Akin,Englert,,2:44,D,"36,975",1.05,++++++,,True,329,2023
23,202304230,boxscore,PIT,CIN,W,2,0,,16-7,1,up 0.5,Velasquez,Greene,Bednar,2:20,D,"11,372",1.16,+++++++,,True,330,2023
23,202304240,boxscore,TOR,CHW,W,5,2,,14-9,3, 6.0,Bassitt,Lynn,Romano,2:40,N,"26,293",1.00,++,,True,331,2023
23,202304240,boxscore,CLE,COL,L,0,6,,11-12,2, 2.0,Gomber,Quantrill,,2:25,N,"9,258",.97,-,,True,332,2023
23,202304240,boxscore,LAA,OAK,L,10,11,10,11-12,3, 3.5,Oller,Barria,Familia,3:25,N,"23,814",.98,-,,True,333,2023
23,202304240,boxscore,MIL,DET,L,2,4,,15-8,2, 1.0,Boyd,Rea,Lange,2:25,N,"23,201",1.18,--,,True,334,2023
23,202304240,boxscore,TBR,HOU,W,8,3,,20-3,1,up 4.5,Bradley,Urquidy,,2:46,N,"10,611",1.13,++++++,,True,335,2023
23,202304240,boxscore,ATL,MIA,W,11,0,,15-8,1,up 1.0,Strider,Cabrera,,2:21,N,"28,241",1.24,+,,True,336,2023
23,202304240,boxscore,MIN,NYY,W,6,1,,13-10,1,up 2.0,Gray,Brito,,2:54,N,"16,242",1.12,++,,True,337,2023
24,202304240,boxscore,ARI,KCR,W,5,4,,13-11,1,up 0.5,Chafin,Chapman,,2:56,N,"9,815",.99,+,,True,338,2023
22,202304240,boxscore,SFG,STL,W,4,0,,9-13,4, 3.0,Cobb,Montgomery,,2:20,N,"20,203",.72,+++,,True,339,2023
23,202304240,boxscore,CIN,TEX,W-wo,7,6,,8-15,5, 8.0,Díaz,Leclerc,,2:36,N,"8,810",.46,+,,True,340,2023
22,202304240,boxscore,BAL,BOS,W,5,4,,15-7,2, 4.5,Kremer,Sale,Cano,2:29,N,"11,811",1.12,+++++++,,True,341,2023
24,202304250,boxscore,CIN,TEX,W,7,6,,9-15,4, 7.0,Sanmartin,Kennedy,Díaz,2:34,N,"9,969",.49,++,,True,342,2023
24,202304250,boxscore,TBR,HOU,L,0,5,,20-4,1,up 4.5,Garcia,Rasmussen,,2:44,N,"9,916",1.07,-,,True,343,2023
24,202304250,boxscore,MIN,NYY,W,6,2,,14-10,1,up 3.0,Ryan,Cortes,,2:16,N,"19,201",1.15,+++,,True,344,2023
24,202304250,boxscore,PHI,SEA,L,3,5,,11-13,4, 5.0,Gonzales,Falter,Sewald,2:38,N,"42,323",.85,-,,True,345,2023
24,202304250,boxscore,MIL,DET,L,3,4,,15-9,2, 1.0,Englert,Lauer,Foley,2:40,N,"24,924",1.13,---,,True,346,2023
24,202304250,boxscore,CLE,COL,L,1,5,,11-13,2, 3.0,Feltner,Battenfield,,2:22,N,"9,493",.90,--,,True,347,2023
24,202304250,boxscore,TOR,CHW,W,7,0,,15-9,3, 5.0,Berríos,Clevinger,,2:24,N,"28,917",1.02,+++,,True,348,2023
23,202304250,boxscore,BAL,BOS,L,6,8,,15-8,2, 4.5,Kluber,Bradish,Jansen,2:44,N,"14,343",1.11,-,,True,349,2023
23,202304250,boxscore,SFG,STL,W-wo,5,4,,10-13,4, 2.5,Hjelle,Helsley,,2:34,N,"20,797",.79,++++,,True,350,2023
22,202304250,boxscore,CHC,SDP,W,6,0,,13-9,3, 2.0,Steele,Snell,,2:52,N,"27,956",1.04,+,,True,351,2023
24,202304250,boxscore,LAA,OAK,W,5,3,,12-12,3, 2.5,Canning,Miller,Estévez,2:47,N,"26,971",.94,+,,True,352,2023
24,202304250,boxscore,NYM,WSN,L,0,5,,14-10,2, 2.0,Gray,Butto,Thompson,2:33,N,"20,507",1.16,---,,True,353,2023
25,202304250,boxscore,ARI,KCR,L,4,5,,13-12,2, 0.5,Singer,Nelson,Barlow,2:42,N,"13,835",1.04,-,,True,354,2023
24,202304250,boxscore,ATL,MIA,W,7,4,,16-8,1,up 2.0,Morton,Hoeing,,2:32,N,"34,059",1.27,++,,True,355,2023
24,202304250,boxscore,PIT,LAD,L,7,8,,16-8,1,up 1.0,Almonte,Holderman,Miller,2:45,N,"10,560",1.24,-,,True,356,2023
25,202304260,boxscore,MIL,DET,W,6,2,,16-9,2, 1.0,Peralta,Lorenzen,,2:27,D,"25,847",1.12,+,,True,357,2023
25,202304260,boxscore,CIN,TEX,W-wo,5,3,,10-15,4, 7.0,Sims,Hernández,,2:34,D,"10,256",.57,+++,,True,358,2023
25,202304260,boxscore,CLE,COL,W,4,1,,12-13,2, 2.0,Bibee,Márquez,Clase,2:32,D,"9,841",.87,+,,True,359,2023
24,202304260,boxscore,SFG,STL,W,7,3,,11-13,4, 2.0,DeSclafani,Hicks,Doval,2:51,N,"21,748",.80,+++++,,True,360,2023
25,202304260,boxscore,PIT,LAD,W,8,1,,17-8,1,up 1.0,Contreras,Bickford,,2:48,N,"12,152",1.26,+,,True,361,2023
25,202304260,boxscore,TOR,CHW,W,8,0,,16-9,3, 4.0,Kikuchi,Kopech,,2:32,D,"35,069",1.05,++++,,True,362,2023
25,202304260,boxscore,NYM,WSN,L,1,4,,14-11,2, 3.0,Gore,Senga,Finnegan,2:53,N,"20,191",1.19,----,,True,363,2023
25,202304260,boxscore,PHI,SEA,W,6,5,,12-13,3, 5.0,Kimbrel,Topa,Alvarado,2:34,N,"32,641",.83,+,,True,364,2023
25,202304260,boxscore,TBR,HOU,L,0,1,,20-5,1,up 3.5,Brown,Faucher,Pressly,2:07,N,"14,168",1.11,--,,True,365,2023
25,202304260,boxscore,ATL,MIA,W,6,4,,17-8,1,up 3.0,Tonkin,Floro,Minter,2:28,N,"30,282",1.29,+++,,True,366,2023
26,202304260,boxscore,ARI,KCR,W,2,0,,14-12,1,up 0.5,Gallen,Yarbrough,Chafin,2:31,D,"14,343",.98,+,,True,367,2023
25,202304260,boxscore,MIN,NYY,L,6,12,,14-11,1,up 2.0,Germán,Maeda,,2:27,D,"20,511",1.12,-,,True,368,2023
25,202304260,boxscore,LAA,OAK,W,11,3,,13-12,3, 1.5,Sandoval,Medina,,2:30,N,"24,524",.95,++,,True,369,2023
